candidate_id,kepid,y,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_snr,local_half_window
K03148.01,10611420,0,FALSE POSITIVE,11.50528603,135.1016,2.098,260.2,,0.03039182722568512
K05990.01,3858919,0,FALSE POSITIVE,25.9522913,154.8689,10.977,557.8,,0.07049474120140076
K00164.01,5652237,0,FALSE POSITIVE,4.4645454,132.31538,2.8823,194.3,,0.10759960860013962
K07280.01,10063044,0,FALSE POSITIVE,1.009671584,131.5869372,4.37759,155117.0,,0.25
K02832.01,9995402,1,CONFIRMED,3.57551429,132.86125,2.364,92.8,,0.11019393801689148
K01085.01,10118816,1,CONFIRMED,7.71790675,139.15725,1.84,306.8,,0.039734434336423874
K00903.01,8039892,1,CONFIRMED,5.007316661,173.433997,4.2362,6932.3,,0.14100033044815063
K00742.01,10419211,0,FALSE POSITIVE,11.521446064,170.839688,3.6399,17984.3,,0.05265397951006889
K00496.01,4454752,1,CONFIRMED,1.616883373,169.80396,1.6325,437.3,,0.16827641427516937
K05361.01,7138841,0,FALSE POSITIVE,22.0495604,133.82677,3.428,134.5,,0.025911325588822365
K00117.01,10875245,1,CONFIRMED,14.74914825,138.77799,6.0995,430.2,,0.06892488151788712
K07927.01,9118340,0,FALSE POSITIVE,1.035329922,132.3319,3.8022,992.8,,0.25
K04013.01,4832225,0,FALSE POSITIVE,0.947730124,132.39338,1.1171,152.5,,0.1964518427848816
K01453.01,7842610,0,FALSE POSITIVE,0.971933156,133.853925,1.9265,4786.0,,0.25
K02649.01,6842682,1,CONFIRMED,7.56126152,135.6368,2.851,180.6,,0.06284224987030029
K00869.04,6948054,1,CONFIRMED,3.219814777,133.00406,2.0642,488.2,,0.10684879869222641
K02266.01,10489345,1,CONFIRMED,1.003931703,132.09988,1.4361,491.1,,0.23841263353824615
K02029.01,9489524,1,CONFIRMED,16.33269981,136.90909,2.174,300.4,,0.02218453399837017
K06712.01,6448768,0,FALSE POSITIVE,16.486796364,131.6041706,7.06797,48942.8,,0.07145081460475922
K03356.01,6368230,1,CONFIRMED,26.0841212,149.4437,6.141,259.7,,0.03923843055963516
K04746.01,2711597,0,FALSE POSITIVE,0.98041685,131.78321,0.919,105.7,,0.15622606873512268
K06997.01,8234477,0,FALSE POSITIVE,4.028671454,133.9542149,8.12253,113967.0,,0.25
K06558.01,5298620,0,FALSE POSITIVE,12.4239677,141.676,16.01,162.4,,0.2147730439901352
K02403.01,2142522,1,CONFIRMED,13.32354078,134.03671,3.873,116.6,,0.04844808205962181
K03768.01,5360082,0,FALSE POSITIVE,11.35501209,133.20478,14.557,19675.0,,0.21366482973098755
K02251.01,5479802,0,FALSE POSITIVE,13.26255423,136.29135,4.65,916.4,,0.05843519791960716
K00166.01,2441495,1,CONFIRMED,12.49340725,138.462232,2.2614,715.7,,0.03016791120171547
K01358.03,7376983,1,CONFIRMED,3.64830183,355.39128,1.9985,371.7,,0.0912981852889061
K06977.01,8145789,0,FALSE POSITIVE,0.835315046,131.9570817,2.45449,16876.4,,0.25
K01015.02,8158127,1,CONFIRMED,4.08897299,135.76402,3.585,157.9,,0.1461247056722641
K03619.01,8095110,0,FALSE POSITIVE,2.1032389,132.868177,6.4774,24852.5,,0.25
K00676.01,7447200,1,CONFIRMED,7.972510087,171.585057,2.9754,3139.0,,0.06220123916864395
K00656.01,5966660,0,FALSE POSITIVE,1.906633332,170.064102,3.0825,268.0,,0.25
K01104.01,2851100,0,FALSE POSITIVE,0.890110752,133.2647,0.8774,321.5,,0.16428667306900024
K00732.03,10265898,1,CONFIRMED,5.25449393,132.55624,3.078,169.0,,0.09763071686029434
K07356.01,10661976,0,FALSE POSITIVE,0.61566096,131.8348,2.669,13.9,,0.25
K01832.02,11709244,1,CONFIRMED,12.76220558,143.73026,2.0688,653.8,,0.027017273008823395
K00793.01,2445129,0,FALSE POSITIVE,10.31872301,173.31543,3.836,871.7,,0.061958570033311844
K05168.01,5440651,0,FALSE POSITIVE,0.502807253,131.6152743,1.01493,4658.7,,0.25
K06433.01,4665989,0,FALSE POSITIVE,1.124033822,131.62878,5.5728,247561.0,,0.25
K00693.02,8738735,1,CONFIRMED,15.66057688,146.3487,7.012,384.1,,0.07462475448846817
K04500.01,9100953,1,CONFIRMED,8.70179611,138.24633,3.048,304.1,,0.05837875232100487
K02023.01,8578780,1,CONFIRMED,13.59051547,133.07217,3.784,621.9,,0.04640491306781769
K05722.01,9847239,0,FALSE POSITIVE,28.507877538,132.793009,3.13331,24372.3,,0.018318386748433113
K04177.01,9640962,0,FALSE POSITIVE,1.089077224,132.02477,2.705,152.7,,0.25
K02091.01,5705819,1,CONFIRMED,8.77997349,138.48383,3.2201,755.7,,0.061125848442316055
K05947.01,11968514,0,FALSE POSITIVE,1.036592136,132.089545,2.296,2118.2,,0.25
K01352.01,6956233,0,FALSE POSITIVE,4.81886153,358.16338,6.223,1318.6,,0.21523064374923706
K06718.01,6468938,0,FALSE POSITIVE,7.217010987,135.4523674,4.4215,78713.8,,0.10210829228162766
K03981.01,5895588,0,FALSE POSITIVE,0.849277809,132.17649,3.137,690.8,,0.25
K02169.03,9006186,1,CONFIRMED,4.27226421,133.21863,2.113,48.9,,0.08243092149496078
K00979.01,5648449,0,FALSE POSITIVE,4.348866254,262.72768,3.2797,625.6,,0.125691756606102
K01219.01,3440861,0,FALSE POSITIVE,3.50376155,134.6825677,3.16,,,0.15031464397907257
K01942.01,2832589,1,CONFIRMED,10.84969477,136.74432,3.474,1122.1,,0.053365558385849
K01987.01,2021440,0,FALSE POSITIVE,7.81153999,136.33101,5.984,912.8,,0.12767435610294342
K06728.01,6543682,0,FALSE POSITIVE,1.195516859,132.302869,6.17216,513813.0,,0.25
K01531.01,11764462,1,CONFIRMED,5.69919592,136.58738,2.3906,159.4,,0.0699104443192482
K00597.02,10600261,1,CONFIRMED,2.09227115,133.06258,2.4062,207.6,,0.19167369604110718
K05295.01,6526377,0,FALSE POSITIVE,1.39508873,132.059107,2.09,,,0.24968543648719788
K03468.01,5213404,1,CONFIRMED,20.7057153,139.9803,9.678,115.9,,0.0779011994600296
K08067.01,11819135,0,FALSE POSITIVE,1.901655058,132.83364,4.6545,87321.0,,0.25
K02980.01,9468551,1,CONFIRMED,1.638652525,132.29025,1.952,166.9,,0.19853711128234863
K07128.01,9083503,0,FALSE POSITIVE,0.91839938,131.6132,4.479,152.1,,0.25
K07728.01,5456319,0,FALSE POSITIVE,0.937923475,132.34501,3.164,40.4,,0.25
K01253.01,8462258,0,FALSE POSITIVE,3.611541977,357.25064,8.6068,2972.3,,0.25
K07530.01,12367310,0,FALSE POSITIVE,8.627475562,139.9908385,4.65505,36784.3,,0.08992684632539749
K02581.01,11818872,1,CONFIRMED,12.7372371,136.0162,3.358,100.8,,0.04393940791487694
K00529.01,10068030,0,FALSE POSITIVE,2.023123903,170.513161,1.1829,1288.9,,0.09744830429553986
K07399.01,10992733,0,FALSE POSITIVE,18.525917446,144.1948764,5.9056,455661.0,,0.0531291738152504
K00341.02,10878263,1,CONFIRMED,4.699652821,177.61519,2.553,351.4,,0.09053860604763031
K06963.01,8097825,0,FALSE POSITIVE,1.46842648,132.165432,6.6666,150998.0,,0.25
K02606.01,5991936,0,FALSE POSITIVE,6.09740316,133.32402,4.635,568.5,,0.12669327855110168
K04697.01,9474483,0,FALSE POSITIVE,0.512583041,131.77571,1.498,114.3,,0.25
K04513.01,9216775,1,CONFIRMED,3.91794676,132.86384,2.549,116.5,,0.10843264311552048
K00252.01,11187837,1,CONFIRMED,17.60461401,170.4984,3.716,2292.1,,0.035180170089006424
K06839.01,7185487,0,FALSE POSITIVE,0.53482911,131.7369,0.996,704.0,,0.25
K03366.01,10484409,0,FALSE POSITIVE,10.6784787,140.159,2.307,201.0,,0.036007001996040344
K00918.02,8672910,0,FALSE POSITIVE,5.71489488,134.87432,2.0705,292.5,,0.0603831447660923
K02772.01,11966253,0,FALSE POSITIVE,0.643468999,131.83868,1.1108,108.0,,0.25
K03412.01,5780930,1,CONFIRMED,16.7525077,131.59834,3.174,338.3,,0.03157736361026764
K01949.01,3122985,0,FALSE POSITIVE,0.993488979,131.607354,1.9694,24327.0,,0.25
K02586.01,9827149,1,CONFIRMED,2.131945045,133.65547,1.8061,269.4,,0.1411934494972229
K00542.02,11669239,1,CONFIRMED,13.81733587,135.03413,4.261,223.2,,0.05139678716659546
K04562.02,8652360,0,FALSE POSITIVE,0.968065631,131.97214,1.772,92.5,,0.25
K04682.01,5024252,0,FALSE POSITIVE,2.15052332,132.3132,3.447,115.5,,0.25
K01644.01,11043136,0,FALSE POSITIVE,2.621706694,131.88227,1.941,4572.0,,0.12339290231466293
K03138.01,6444896,1,CONFIRMED,8.68910764,133.23559,1.1627,1679.0,,0.022301867604255676
K06408.01,4372410,0,FALSE POSITIVE,0.550537628,131.6623478,1.216,72.0,,0.25
K07499.01,11967004,0,FALSE POSITIVE,1.941635737,133.1097354,2.46683,69814.1,,0.21174843609333038
K04379.01,7703910,0,FALSE POSITIVE,1.275511306,132.44654,1.889,69.3,,0.24682912230491638
K03158.03,6278762,1,CONFIRMED,6.18943952,134.78,2.3316,83.2,,0.0627843588590622
K03024.01,12833566,0,FALSE POSITIVE,0.537839241,131.58521,2.169,23.5,,0.25
K02690.01,5369827,1,CONFIRMED,3.606940379,134.77442,1.0418,432.3,,0.04813867434859276
K03077.01,2715695,1,CONFIRMED,4.09578199,131.61992,1.704,405.5,,0.06933962553739548
K03021.01,3348285,0,FALSE POSITIVE,0.803835923,131.80207,1.397,52.6,,0.25
K02579.02,9896018,1,CONFIRMED,3.59645081,132.77209,2.661,149.6,,0.12331601977348328
K00082.05,10187017,1,CONFIRMED,5.28691996,135.85427,2.579,41.5,,0.08130127191543579
K04617.01,9701962,1,CONFIRMED,27.4784659,148.6101,7.5,83.2,,0.045490168035030365
K02388.01,12071037,0,FALSE POSITIVE,6.0959841,135.0254,10.39,112.7,,0.25
K00459.02,7977197,1,CONFIRMED,6.91986988,134.11594,3.4253,170.1,,0.08249914646148682
K01080.01,10158990,0,FALSE POSITIVE,1.096583368,133.61436,2.1188,308.5,,0.25
K02868.01,8884274,1,CONFIRMED,10.65275054,136.08994,2.684,740.7,,0.04199228435754776
K02674.02,8022489,1,CONFIRMED,11.1726723,140.00764,6.106,76.8,,0.09108534455299377
K02457.01,9753154,1,CONFIRMED,3.70429015,132.21478,3.37,55.7,,0.15162599086761475
K08061.01,11709006,0,FALSE POSITIVE,0.719741,131.898,2.628,32.2,,0.25
K02136.01,5288570,0,FALSE POSITIVE,1.728528176,131.80851,3.682,197.6,,0.25
K02073.03,8164257,1,CONFIRMED,16.85825609,142.34289,2.0728,759.6,,0.0204924326390028
K06879.01,7455553,0,FALSE POSITIVE,3.258249472,134.59656,2.6358,1643.5,,0.13482700288295746
K02871.01,10793172,1,CONFIRMED,12.0999065,143.04424,3.558,165.5,,0.04900864139199257
K02768.03,9008737,0,FALSE POSITIVE,11.83271013,137.5928634,6.152,176.3,,0.08665245026350021
K00322.01,8948424,0,FALSE POSITIVE,5.888835386,173.582863,3.7988,19466.0,,0.10751418769359589
K03906.01,9892856,0,FALSE POSITIVE,2.406574511,133.73667,3.4382,738.0,,0.23811161518096924
K00184.01,7972785,0,FALSE POSITIVE,7.300735516,133.5664741,5.78725,13051.7,,0.1321156769990921
K01396.01,9455556,1,CONFIRMED,6.62643441,183.98789,3.1752,814.6,,0.07986195385456085
K00663.02,6425957,1,CONFIRMED,20.30652862,172.6581,2.8014,715.4,,0.022992605343461037
K00967.01,6579806,0,FALSE POSITIVE,9.88047978,173.608672,2.78458,18541.0,,0.04697106406092644
K00997.01,2157247,0,FALSE POSITIVE,5.68628739,135.89269,17.573,5559.7,,0.25
K00599.01,10676824,1,CONFIRMED,6.45442931,173.21478,2.6772,586.1,,0.06913082301616669
K00022.01,9631995,1,CONFIRMED,7.891448838,177.2499624,4.2854,10344.6,,0.09050724655389786
K01090.01,3232859,0,FALSE POSITIVE,8.387210055,138.903759,1.6477,4952.0,,0.03274231404066086
K02243.01,4770617,1,CONFIRMED,5.18560081,132.32455,4.054,252.6,,0.13029669225215912
K04133.01,7601918,0,FALSE POSITIVE,0.621361411,131.67283,1.0628,45.0,,0.25
K01498.01,9636135,1,CONFIRMED,5.83376197,138.74892,3.9988,532.9,,0.1142430305480957
K04536.01,7281484,0,FALSE POSITIVE,0.566800593,131.8233,3.909,12.3,,0.25
K00817.02,4725681,1,CONFIRMED,8.29561738,135.79284,1.3421,824.3,,0.026964036747813225
K00195.01,11502867,1,CONFIRMED,3.217518511,133.6320632,2.11481,14319.4,,0.10954663902521133
K02085.01,8260234,0,FALSE POSITIVE,5.71483873,132.13046,2.748,286.2,,0.08014224469661713
K04662.01,10407210,0,FALSE POSITIVE,0.933728755,131.54241,4.363,13.5,,0.25
K04867.01,9509223,0,FALSE POSITIVE,14.2005007,135.7279,5.232,80.6,,0.06140628457069397
K01690.01,6470917,0,FALSE POSITIVE,1.506019633,133.02809,2.408,136.9,,0.25
K00757.03,10910878,1,CONFIRMED,6.252962249,171.30126,2.5819,1036.9,,0.06881804764270782
K01309.01,10854768,1,CONFIRMED,10.1171684,137.44489,4.6677,288.7,,0.07689404487609863
K03270.01,6612327,0,FALSE POSITIVE,21.993112,131.68608,8.616,1015.7,,0.06529317051172256
K03545.01,8244173,0,FALSE POSITIVE,1.092066399,132.1028432,2.97608,401890.0,,0.25
K00440.02,2438264,1,CONFIRMED,4.973455252,170.885791,1.6519,741.6,,0.05535722151398659
K02647.01,11962284,1,CONFIRMED,8.83929462,135.54125,1.719,316.2,,0.032412089407444
K00891.01,7663691,1,CONFIRMED,10.00653012,176.96898,5.344,936.1,,0.08900853991508484
K05986.01,3530668,0,FALSE POSITIVE,1.946198513,132.314091,4.0336,130722.0,,0.25
K01107.01,3228959,0,FALSE POSITIVE,0.73094589,133.68876,4.32,250.2,,0.25
K02555.01,5350244,1,CONFIRMED,12.5722897,143.0663,4.765,86.5,,0.06316801905632019
K02429.01,9911882,0,FALSE POSITIVE,1.595630597,136.13782,1.793,259.6,,0.1872822791337967
K02025.03,4636578,1,CONFIRMED,11.1895709,140.63504,5.3,143.3,,0.07894255965948105
K05171.01,5467126,0,FALSE POSITIVE,2.845736321,134.280263,11.5703,3127.0,,0.25
K02038.01,8950568,1,CONFIRMED,8.30537702,139.7437,3.751,365.6,,0.07527252286672592
K05801.02,10535708,0,FALSE POSITIVE,0.93373761,131.53,3.303,58.7,,0.25
K02611.01,8885673,0,FALSE POSITIVE,1.228721184,133.49967,1.041,465.6,,0.14120371639728546
K07105.01,8879915,0,FALSE POSITIVE,1.721313779,132.5318957,3.54768,534625.0,,0.25
K07871.01,8197767,0,FALSE POSITIVE,1.247121237,132.39461,9.363,966.7,,0.25
K01351.01,6964043,0,FALSE POSITIVE,10.72396374,357.14874,3.8439,13518.0,,0.059740036725997925
K06536.01,5181455,0,FALSE POSITIVE,5.579631021,133.5534687,3.38646,118321.0,,0.10115543752908707
K04681.01,3857860,0,FALSE POSITIVE,8.2344072,137.4733,2.808,59.2,,0.05683469399809837
K06857.01,7281699,0,FALSE POSITIVE,0.566786121,131.8363,3.404,81.8,,0.25
K03910.01,10491062,0,FALSE POSITIVE,2.199076661,133.06147,6.11,777.4,,0.25
K07173.01,9451096,0,FALSE POSITIVE,1.250390814,131.7337519,3.7184,231167.0,,0.25
K07770.01,6198256,0,FALSE POSITIVE,3.54828691,131.83563,3.281,70.9,,0.15411192178726196
K02049.01,9649706,1,CONFIRMED,1.569066598,133.04032,2.7803,147.2,,0.25
K04072.01,6755944,1,CONFIRMED,0.692978457,131.80142,1.1366,61.0,,0.25
K01279.01,8628758,1,CONFIRMED,14.37457572,138.20189,4.7892,335.8,,0.05552859604358673
K06134.01,5738698,0,FALSE POSITIVE,2.404386969,133.2105484,7.40348,313168.0,,0.25
K05245.01,6184894,1,CONFIRMED,7.20281185,135.19499,2.8305,1832.6,,0.06549525260925293
K03247.01,3336476,0,FALSE POSITIVE,1.89132292,132.6489,5.607,16.0,,0.25
K06766.01,6774408,0,FALSE POSITIVE,0.85450941,132.2059,3.723,13.7,,0.25
K00813.01,4275191,1,CONFIRMED,3.895936525,170.527552,2.3111,8544.8,,0.09886796772480011
K08103.01,5647008,0,FALSE POSITIVE,0.799868354,131.997209,6.613,4928.8,,0.25
K00015.01,3964562,0,FALSE POSITIVE,3.012476582,135.259271,3.1424,1138.5,,0.1738547384738922
K02993.01,11304987,0,FALSE POSITIVE,0.692693892,131.804922,1.2804,1433.7,,0.25
K04182.01,9541089,0,FALSE POSITIVE,0.536650896,131.709931,4.702,273.2,,0.25
K00676.02,7447200,1,CONFIRMED,2.453236139,170.892059,1.6691,1723.2,,0.11339443922042847
K01468.01,9851226,0,FALSE POSITIVE,8.48031942,135.85217,7.297,1426.7,,0.14341047406196594
K06081.01,10727668,0,FALSE POSITIVE,2.305903447,131.7928588,3.3828,23268.7,,0.24450287222862244
K00245.03,8478994,1,CONFIRMED,13.3669309,184.0734,3.733,12.2,,0.04654521495103836
K05662.01,9390655,0,FALSE POSITIVE,9.5497037,137.5008,1.881,706.7,,0.03282824531197548
K00672.01,7115785,1,CONFIRMED,16.08786246,172.81384,3.095,612.5,,0.03206351026892662
K04344.01,4863956,0,FALSE POSITIVE,4.31978105,134.1491,7.204,65.8,,0.25
K03968.01,8823833,0,FALSE POSITIVE,1.50650136,132.98952,3.1126,66.9,,0.25
K00904.04,8150320,1,CONFIRMED,4.617490562,135.04909,2.2618,575.8,,0.08163885772228241
K00579.01,8616637,1,CONFIRMED,2.019997006,170.07102,1.8073,332.8,,0.1491173803806305
K01142.01,8288947,1,CONFIRMED,3.75574267,133.4333,2.2911,417.4,,0.10167097300291061
K02632.01,11337566,1,CONFIRMED,7.12815163,136.88006,5.522,45.9,,0.12911248207092285
K03796.01,3338674,0,FALSE POSITIVE,1.87337894,131.796393,9.1328,5444.0,,0.25
K02987.01,4374339,0,FALSE POSITIVE,0.993703494,132.142,0.7645,67.4,,0.12822403013706207
K00025.01,10593759,0,FALSE POSITIVE,3.132604547,136.010454,3.6337,9969.2,,0.19332687556743622
K02623.01,10916600,1,CONFIRMED,5.57654782,136.42668,3.673,53.6,,0.10977520048618317
K06709.01,6442246,0,FALSE POSITIVE,2.2127498,132.7452,3.054,22.7,,0.23003052175045013
K04241.01,9285568,1,CONFIRMED,2.55315031,132.44849,1.849,185.3,,0.12070056051015854
K04611.01,10801249,0,FALSE POSITIVE,1.67495622,131.8099,2.994,35.9,,0.25
K00671.01,7040629,1,CONFIRMED,4.22865217,170.74053,3.3275,150.0,,0.13114896416664124
K00921.01,8689373,1,CONFIRMED,10.28194593,175.33988,3.4366,1110.7,,0.05570605769753456
K07004.01,8262223,0,FALSE POSITIVE,1.613014741,131.7482916,4.39594,152120.0,,0.25
K07352.01,10646620,0,FALSE POSITIVE,2.41349123,133.5687,11.29,57.0,,0.25
K02057.01,9573685,1,CONFIRMED,5.94565516,133.99359,2.1604,401.2,,0.060559626668691635
K01279.02,8628758,1,CONFIRMED,9.65188331,132.15947,4.296,103.2,,0.0741824135184288
K00517.01,8015907,1,CONFIRMED,2.752359689,171.259808,2.0722,791.9,,0.12548020482063293
K01563.04,5219234,1,CONFIRMED,16.73869035,359.41655,2.398,996.8,,0.023876817896962166
K02722.03,7673192,1,CONFIRMED,4.02877097,133.76774,3.173,100.4,,0.13126417994499207
K04542.01,9640946,0,FALSE POSITIVE,1.08906057,132.0391,2.743,76.2,,0.25
K05993.01,4037428,0,FALSE POSITIVE,4.264729569,135.198495,2.2075,22672.0,,0.08626963943243027
K02986.01,4568298,0,FALSE POSITIVE,0.562555067,131.74958,1.7402,198.3,,0.25
K03144.01,5688790,1,CONFIRMED,8.07394097,540.04161,2.455,1056.0,,0.05067744106054306
K02455.01,6507427,0,FALSE POSITIVE,4.74254518,133.13916,1.023,305.7,,0.0359511598944664
K01636.02,10621666,0,FALSE POSITIVE,14.5862195,135.2746,2.733,202.2,,0.03122810460627079
K00204.01,9305831,1,CONFIRMED,3.246732048,133.379165,3.0535,6998.2,,0.15674735605716705
K06561.01,5306862,0,FALSE POSITIVE,2.025580416,131.864175,4.48448,44998.1,,0.25
K07397.01,10989032,0,FALSE POSITIVE,2.305097141,133.705069,1.9378,5880.0,,0.14010979235172272
K07104.01,8879427,0,FALSE POSITIVE,16.31328124,136.853981,4.45731,71589.0,,0.045538660138845444
K00887.01,7458762,1,CONFIRMED,7.41113177,175.34754,2.5242,620.5,,0.05676595866680145
K04948.01,2578811,0,FALSE POSITIVE,6.2095391,135.2715,2.752,47.9,,0.07386484742164612
K07598.01,8868686,0,FALSE POSITIVE,4.44709107,133.9044,16.79,40.5,,0.25
K07977.01,9912977,0,FALSE POSITIVE,0.9439372,131.8207372,7.27446,279437.0,,0.25
K06138.01,5817566,0,FALSE POSITIVE,4.206070484,132.248423,10.6988,119812.0,,0.25
K00726.01,10157573,0,FALSE POSITIVE,5.115750935,173.26599,2.5378,1055.8,,0.08267929404973984
K01295.01,10666230,0,FALSE POSITIVE,1.577800747,133.307724,2.1626,697.7,,0.2284403294324875
K00435.01,11709124,1,CONFIRMED,20.5498184,178.946396,5.5484,1564.3,,0.044999588280916214
K03492.01,5193077,0,FALSE POSITIVE,22.2941485,146.4526,3.188,100.9,,0.023832861334085464
K01379.01,7211221,1,CONFIRMED,5.62154315,136.89013,2.4143,172.3,,0.07157880067825317
K03907.01,7137213,0,FALSE POSITIVE,28.64338839,141.22933,1.2246,624.3,,0.007125553674995899
K02047.01,11457726,1,CONFIRMED,6.22161107,131.99094,3.4117,165.0,,0.09139379858970642
K05673.01,9449320,0,FALSE POSITIVE,28.34230575,141.4055394,1.65,,,0.00970281008630991
K05508.01,8364969,0,FALSE POSITIVE,22.571972634,145.0344991,4.00349,79325.7,,0.02956092171370983
K03199.01,5482603,0,FALSE POSITIVE,3.88258905,134.82111,2.741,57.8,,0.11766203492879868
K02684.01,4035667,0,FALSE POSITIVE,2.8736467,132.58652,1.682,215.7,,0.09755316376686096
K00307.01,6289257,1,CONFIRMED,19.67409703,176.27119,3.7535,204.9,,0.03179730847477913
K03152.01,6504534,0,FALSE POSITIVE,28.162612575,143.7174718,3.19576,37749.6,,0.0189125444740057
K06192.01,9101400,0,FALSE POSITIVE,0.829019343,131.46667,4.8401,278264.0,,0.25
K07650.01,3241647,0,FALSE POSITIVE,0.851678507,131.62317,2.028,67.9,,0.25
K01341.01,4650674,1,CONFIRMED,4.51436096,134.0293,3.0083,230.7,,0.11106407642364502
K05862.01,11076176,0,FALSE POSITIVE,0.699985822,131.840533,3.02633,389433.0,,0.25
K01430.01,11176127,1,CONFIRMED,10.47548084,152.64165,2.3024,1070.7,,0.03663157299160957
K07611.01,10407271,0,FALSE POSITIVE,0.93376738,132.4404,4.036,55.4,,0.25
K07242.01,9881258,0,FALSE POSITIVE,2.028512246,132.8392103,5.00309,121562.0,,0.25
K01899.01,7047922,1,CONFIRMED,19.76169247,135.17794,3.9097,392.5,,0.03297372907400131
K02039.02,8804845,1,CONFIRMED,0.762132307,131.61542,1.22,63.7,,0.25
K06611.01,5647638,0,FALSE POSITIVE,1.21607873,132.4476,4.686,29.4,,0.25
K05233.01,6058896,0,FALSE POSITIVE,0.56493398,131.787277,2.4385,2067.0,,0.25
K03994.01,7552701,0,FALSE POSITIVE,1.324247867,131.51043,1.4759,83.3,,0.1857532411813736
K03314.01,9838060,0,FALSE POSITIVE,23.81578356,141.84883,3.7591,4856.7,,0.02630678378045559
K06250.01,12367464,0,FALSE POSITIVE,1.853209359,132.249661,1.7543,12319.1,,0.15777134895324707
K07576.01,7032568,0,FALSE POSITIVE,0.566792936,131.8166,2.846,23.0,,0.25
K04824.01,7052511,0,FALSE POSITIVE,0.821472455,132.3003,2.433,127.1,,0.25
K03352.01,8081239,1,CONFIRMED,10.35857039,138.30794,2.577,273.7,,0.041463252156972885
K04041.01,8647295,0,FALSE POSITIVE,1.022028468,132.3717,8.866,1344.5,,0.25
K06091.01,11826400,0,FALSE POSITIVE,5.889372452,134.779685,4.94674,56841.0,,0.13999058306217194
K00666.01,6707835,1,CONFIRMED,22.24814617,174.13676,4.1483,613.7,,0.03107599727809429
K06789.01,6927629,0,FALSE POSITIVE,3.867613816,135.3438766,5.36467,340908.0,,0.2311791479587555
K01990.01,11614617,1,CONFIRMED,24.7577652,142.06826,6.998,458.7,,0.04710979759693146
K01563.02,5219234,1,CONFIRMED,8.29084167,359.63666,3.613,1033.9,,0.07263033837080002
K02238.01,8229458,1,CONFIRMED,1.646801683,132.0615,1.1966,284.2,,0.1211034283041954
K00704.01,9266431,1,CONFIRMED,18.39629744,185.13946,2.7838,680.2,,0.025220654904842377
K02337.01,5599774,1,CONFIRMED,8.49640437,138.73595,2.2128,834.0,,0.04340659826993942
K04116.01,5092655,0,FALSE POSITIVE,0.783258387,131.74358,2.2926,328.5,,0.25
K02016.01,8492026,1,CONFIRMED,4.30656389,132.44098,4.1107,257.0,,0.15908661484718323
K00917.01,8655354,0,FALSE POSITIVE,6.71969089,173.35776,3.0231,969.7,,0.07498113065958023
K01320.01,4164994,1,CONFIRMED,10.50682978,360.082152,3.7769,13355.5,,0.0599118247628212
K00775.01,11754553,1,CONFIRMED,16.38489988,172.72782,3.0249,1127.1,,0.030769184231758118
K06953.01,8016214,0,FALSE POSITIVE,1.587485742,132.138538,7.7489,246568.0,,0.25
K06897.01,7662209,0,FALSE POSITIVE,14.6494599,132.1027,2.883,221.0,,0.032799843698740005
K02694.02,9475552,1,CONFIRMED,6.56606941,134.49512,1.8455,402.4,,0.04684436321258545
K01069.01,8222813,1,CONFIRMED,8.70420525,357.55941,2.9385,1074.9,,0.05626590549945831
K00956.01,9875711,1,CONFIRMED,8.360870704,175.64459,2.7144,2039.7,,0.05410919710993767
K01507.01,12020218,1,CONFIRMED,21.3588236,135.07022,5.823,640.1,,0.04543789476156235
K07394.01,10979716,0,FALSE POSITIVE,10.6840477,134.084445,3.515,81901.0,,0.05483252555131912
K02008.01,8098728,0,FALSE POSITIVE,24.4851178,137.6248,4.642,263.8,,0.03159742429852486
K00907.03,8247638,1,CONFIRMED,4.79090809,136.31106,2.603,251.3,,0.09055346250534058
K01890.01,7449136,1,CONFIRMED,4.33643506,133.85442,4.1445,108.5,,0.15928982198238373
K07874.01,8231299,0,FALSE POSITIVE,0.562273947,131.52433,3.1572,67.0,,0.25
K02816.01,11283615,1,CONFIRMED,1.289590179,131.89057,1.3541,286.0,,0.17500391602516174
K06945.01,7976136,0,FALSE POSITIVE,0.655094658,131.78278,6.159,372.0,,0.25
K07214.01,9644683,0,FALSE POSITIVE,0.585940879,131.705742,4.6979,1943.6,,0.25
K00697.01,8878187,1,CONFIRMED,3.032147946,171.734281,3.8627,488.6,,0.2123192399740219
K01070.01,8240904,1,CONFIRMED,6.61836309,360.36694,3.6813,549.1,,0.09270419180393219
K00779.01,11909839,0,FALSE POSITIVE,10.405998015,177.197466,6.5036,14488.8,,0.10416428744792938
K00301.01,3642289,1,CONFIRMED,6.002548291,171.71419,4.1628,202.0,,0.11558423936367035
K00500.02,4852528,1,CONFIRMED,9.521644639,177.484839,2.3569,1491.3,,0.041255127638578415
K00857.01,6587280,1,CONFIRMED,5.715425977,174.87931,2.5242,908.1,,0.07360780984163284
K00160.01,6631721,0,FALSE POSITIVE,13.73808249,134.43787,3.354,660.7,,0.04068981111049652
K01795.01,9674608,0,FALSE POSITIVE,2.972047661,133.24987,1.198,5945.0,,0.06718151271343231
K07477.01,11763910,0,FALSE POSITIVE,0.612888148,131.96372,2.822,43.1,,0.25
K07421.01,11232745,0,FALSE POSITIVE,4.81712182,133.10276,2.45699,35756.4,,0.08500891923904419
